Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
26231,22,18,20,2,B,B,Y,B,B,B,7,A,B,10,3,A,I,N,18,13,N,13,A,2,22,1,5,2,N,N,A,2,7
26232,1,9,17,3,E,C,N,B,B,D,3,B,B,10,1,A,B,N,93,16,N,11,A,2,40,1,15,2,Y,N,D,2,3
26233,2,13,22,5,N,C,N,B,B,D,12,L,B,15,1,A,I,N,90,22,N,13,A,1,22,1,20,6,Y,N,E,1,3
26235,1,5,4,3,C,K,N,B,B,F,12,H,B,10,1,A,J,Y,83,6,N,6,A,2,37,1,16,7,Y,Y,C,2,3
26236,4,11,3,2,N,C,N,B,B,D,8,L,B,20,1,A,I,N,33,11,N,9,A,2,34,1,21,6,N,N,A,4,2
26237,1,12,1,1,N,A,N,B,D,D,12,L,D,20,1,A,I,N,68,10,N,6,A,1,37,1,7,7,Y,N,E,1,1
26238,6,2,11,7,N,K,Y,B,B,E,3,J,B,10,2,A,K,Y,55,12,Y,14,A,2,31,1,12,4,Y,Y,E,3,8
26239,2,19,22,3,N,B,Y,B,B,D,12,B,B,15,2,A,A,N,46,14,N,14,A,2,31,1,21,4,Y,N,E,2,4
26240,1,2,10,7,C,K,N,B,B,E,3,H,B,20,1,N,N,Y,43,10,Y,7,A,2,31,1,4,3,Y,Y,E,2,3
26241,1,19,4,2,E,C,N,B,B,D,7,B,B,10,1,A,D,N,49,18,N,8,B,2,28,1,5,7,Y,N,E,2,1
26243,7,8,18,4,B,A,N,B,B,D,3,L,B,5,1,A,B,N,99,10,N,15,A,2,40,1,24,3,Y,N,D,2,10
26244,4,17,18,5,B,I,Y,D,B,E,3,J,B,20,1,A,R,Y,100,9,N,16,A,1,37,1,1,7,Y,Y,E,1,5
26246,1,11,14,2,N,K,N,B,B,E,7,H,B,20,1,A,K,Y,85,15,N,17,A,2,40,1,15,1,Y,Y,E,2,4
26247,4,1,17,4,C,H,N,A,A,E,7,H,B,20,1,A,R,N,36,12,N,6,B,2,37,1,21,4,Y,N,C,4,1
26249,4,5,5,4,C,A,Y,B,B,D,3,D,D,10,2,N,B,N,47,8,N,2,B,1,28,1,5,3,N,N,A,1,1
26250,2,8,7,4,B,C,Y,B,B,D,3,B,B,15,1,A,D,N,36,14,N,5,A,2,40,1,16,6,Y,N,E,4,4
26251,5,6,19,1,B,B,Y,B,B,D,3,L,B,15,2,A,A,N,82,11,N,4,A,2,34,1,9,4,Y,N,E,2,2
26252,7,19,12,2,W,H,N,C,B,E,7,H,B,5,3,C,K,N,53,10,Y,12,E,1,40,1,2,3,Y,N,D,1,8
26254,1,13,22,3,W,H,Y,B,B,E,3,N,B,10,1,A,R,N,84,19,Y,7,B,2,34,1,7,6,Y,N,D,3,1
26255,4,14,24,2,N,C,N,B,B,D,8,L,B,15,2,A,A,N,65,13,N,4,A,1,31,1,1,4,Y,N,E,1,1
26256,1,16,11,1,N,B,N,B,B,B,8,B,B,10,2,A,C,Y,95,10,N,18,A,1,37,1,20,5,Y,Y,E,1,1
26257,14,5,14,2,C,A,N,B,B,D,8,L,B,10,1,C,B,N,4,9,N,10,A,2,37,1,4,7,Y,N,D,5,1
26262,1,14,14,4,N,C,N,B,B,D,8,B,B,20,1,A,I,Y,86,14,N,14,A,2,40,1,18,6,Y,Y,E,2,5
26263,1,15,18,2,B,I,Y,B,B,E,12,J,B,20,1,A,K,N,47,14,N,16,A,1,34,1,17,6,Y,N,C,1,10
26264,1,7,6,4,B,A,Y,B,B,D,3,B,B,10,2,A,B,N,45,6,N,3,B,2,22,1,10,3,Y,N,E,2,1
26267,4,2,8,3,C,A,Y,D,B,D,12,B,B,20,2,A,I,N,47,13,Y,4,A,2,31,1,22,4,Y,N,E,2,1
26268,1,19,5,3,N,A,N,B,B,D,8,B,B,10,1,A,B,N,54,8,Y,5,A,2,34,1,23,6,Y,N,E,3,1
26269,7,17,11,5,B,K,N,B,B,E,2,H,B,15,1,A,L,N,37,10,N,14,C,2,37,1,4,5,Y,N,E,2,1
26270,7,2,4,3,H,K,Y,B,B,E,8,H,B,20,1,A,J,N,31,14,Y,8,C,2,22,1,20,4,Y,N,E,2,1
26271,2,12,10,1,N,C,N,B,B,D,3,L,B,15,1,A,A,N,23,12,Y,7,C,2,34,1,12,7,Y,N,E,2,4
26272,1,14,13,1,N,H,Y,B,B,E,8,H,B,10,1,A,K,Y,63,10,Y,12,B,2,31,1,5,1,Y,Y,E,2,1
26276,1,6,14,3,B,K,Y,B,B,E,3,H,B,15,1,A,K,Y,54,22,N,8,C,6,22,1,21,6,Y,Y,E,7,1
26277,1,9,6,4,B,C,N,B,B,B,8,B,B,10,3,A,C,Y,69,12,Y,13,A,2,25,1,21,1,Y,N,E,2,4
26278,2,12,19,4,B,I,Y,A,B,E,3,J,A,20,1,A,K,N,24,23,N,13,A,1,34,1,3,4,N,N,E,1,1
26281,1,1,12,5,C,A,N,B,B,D,12,A,B,10,2,N,B,N,21,17,N,17,A,2,40,1,21,6,N,N,E,2,1
26282,1,3,19,3,W,I,Y,B,B,E,3,H,B,20,3,A,N,N,75,15,N,12,A,2,31,1,17,7,Y,N,D,2,4
26284,4,3,16,2,N,K,N,B,B,E,2,H,B,10,3,A,N,N,44,12,Y,16,A,3,34,1,15,7,N,N,A,3,7
26286,4,8,13,1,G,K,Y,B,B,E,12,I,B,20,1,C,K,N,36,19,Y,16,C,1,31,1,20,4,Y,N,E,1,1
26287,1,2,12,3,C,A,Y,B,B,B,8,B,B,10,2,A,B,N,59,13,N,3,B,2,34,1,25,1,Y,N,E,2,6
26289,5,7,18,2,N,H,Y,B,B,E,3,H,B,15,1,A,J,N,36,7,N,2,B,2,31,1,17,4,N,N,A,4,1
26290,1,2,7,1,C,A,Y,B,B,D,12,D,B,15,2,N,I,N,45,12,N,9,A,2,22,1,22,5,Y,N,E,4,1
26291,7,4,6,4,N,A,Y,B,B,D,3,B,A,10,3,A,B,Y,71,8,N,5,A,1,31,1,19,4,Y,Y,C,1,2
26292,2,15,17,6,N,A,Y,B,B,D,12,B,B,10,1,A,B,N,78,14,N,4,B,2,34,1,19,5,Y,N,E,3,1
26296,4,17,19,3,N,B,Y,B,B,D,12,B,B,20,1,A,D,N,88,8,N,12,A,2,25,1,11,4,N,N,A,2,3
26297,1,18,9,2,E,C,Y,B,B,D,8,B,B,20,1,A,I,Y,94,18,N,9,A,1,40,1,17,7,Y,N,E,1,5
26298,4,18,15,4,N,B,Y,B,B,D,7,B,D,20,1,A,I,N,29,9,N,10,A,2,28,1,1,3,N,N,A,2,4
26299,4,17,12,4,E,K,Y,B,B,E,3,H,B,20,1,A,R,Y,44,10,N,20,A,1,40,1,19,5,N,Y,C,1,9
26300,4,12,7,1,N,H,N,B,B,E,8,H,B,15,1,A,K,N,54,11,Y,11,B,2,40,1,4,3,Y,N,E,2,1
26301,13,4,8,6,B,H,N,B,B,E,12,H,B,15,1,A,R,N,98,9,Y,13,B,1,22,1,1,4,Y,N,E,1,1
26302,4,2,8,5,N,B,N,B,B,D,2,A,B,10,1,A,B,N,92,11,N,12,B,2,37,1,3,3,Y,N,E,2,1
26304,1,19,3,2,N,B,N,B,B,D,8,B,D,5,1,A,I,N,38,10,Y,13,A,1,40,1,22,4,N,N,A,1,9
26306,2,15,15,2,N,H,Y,B,B,E,8,H,B,10,1,A,K,N,51,14,Y,4,B,2,40,1,1,3,N,N,A,5,1
26307,1,2,12,2,C,A,N,B,B,D,3,B,C,20,2,N,A,N,49,15,N,11,A,1,25,1,23,6,Y,N,E,4,1
26308,4,10,18,2,W,C,N,B,B,D,3,L,B,5,1,A,I,N,39,13,N,2,B,2,37,1,17,7,Y,N,E,2,1
26310,3,5,17,4,E,A,N,B,B,D,2,B,D,15,3,A,B,N,76,9,N,7,A,2,25,1,9,2,Y,N,E,2,6
26311,4,12,21,1,B,K,N,B,B,E,3,J,B,20,1,A,K,N,41,12,N,13,A,1,31,1,4,1,Y,N,E,1,3
26312,7,8,1,1,N,C,N,B,B,D,12,B,C,10,1,A,C,N,81,10,N,8,A,2,40,1,17,5,Y,N,E,2,1
26314,4,18,19,7,H,K,N,B,B,E,8,H,B,10,1,A,R,N,76,8,N,8,A,2,28,1,12,6,Y,N,E,4,7
26318,1,7,13,4,B,K,N,B,B,E,8,H,B,10,3,A,R,N,93,11,N,14,A,2,40,1,23,3,Y,N,E,2,2
26320,1,6,17,2,B,A,Y,B,B,D,3,B,D,20,2,A,B,N,61,8,Y,10,C,2,22,1,22,6,Y,N,E,2,1
26321,3,8,23,1,N,C,N,B,B,D,7,L,B,10,1,A,I,Y,83,21,Y,6,A,1,34,1,1,3,Y,Y,C,2,2
26323,1,13,24,7,B,C,N,B,B,D,8,L,B,15,3,H,I,N,48,18,N,5,D,2,25,1,12,6,Y,N,E,2,1
26324,1,17,10,5,W,A,Y,B,B,D,2,B,B,15,1,A,I,N,57,7,N,12,A,2,37,1,17,6,Y,N,C,2,5
26325,1,8,13,4,N,K,Y,B,B,E,8,H,B,10,1,A,R,N,84,8,Y,15,A,1,40,1,1,6,Y,N,C,1,2
26327,1,2,18,2,C,A,Y,B,B,D,8,L,B,10,2,N,A,N,54,15,N,16,A,2,31,1,24,2,Y,N,E,1,6
26331,1,4,18,4,B,I,N,B,B,E,7,H,B,20,1,A,K,N,95,9,N,22,A,1,28,1,24,4,Y,N,D,1,12
26332,2,4,4,3,W,A,N,B,B,D,12,B,B,20,1,A,I,Y,77,8,N,19,A,2,25,1,11,4,Y,Y,D,2,3
26334,1,11,8,4,N,K,N,B,B,E,2,I,B,15,1,A,R,N,62,18,N,12,A,3,25,1,24,2,N,N,A,3,2
26336,2,5,2,1,C,A,Y,B,B,D,8,B,B,15,3,A,I,N,20,5,Y,8,A,4,22,1,16,7,Y,N,E,7,3
26341,1,11,18,1,N,K,Y,B,B,E,3,H,B,15,1,A,K,N,41,18,N,10,A,2,37,1,20,1,N,N,A,2,5
26342,4,11,4,1,N,H,Y,B,A,D,7,L,B,10,1,A,B,N,63,13,Y,9,A,2,25,1,16,6,N,N,A,4,6
26347,2,15,19,2,N,K,N,B,B,G,12,H,B,20,1,A,K,N,41,15,N,15,A,4,40,1,21,6,N,N,A,5,8
26350,2,4,19,6,S,I,N,B,B,E,8,H,B,10,2,A,K,N,100,8,Y,20,A,1,28,1,17,3,Y,N,E,1,1
26351,4,5,17,3,S,I,N,B,B,E,12,H,B,15,1,A,N,N,44,8,Y,3,A,1,40,1,9,5,Y,N,C,1,4
26352,1,16,19,2,B,H,Y,B,B,E,8,J,B,15,2,A,N,N,38,17,N,14,D,2,40,1,1,4,N,N,C,2,8
26353,5,3,18,1,N,H,N,B,B,E,3,I,B,10,1,A,K,N,29,14,N,14,B,1,40,1,10,1,Y,N,E,1,1
26354,1,14,22,1,N,K,N,B,D,E,12,H,B,20,2,A,N,Y,87,19,N,16,A,5,40,1,18,3,Y,Y,D,5,11
26355,8,13,7,2,N,K,N,B,B,E,8,I,B,10,4,A,K,N,44,14,N,17,A,1,34,1,17,4,N,N,A,3,3
26356,1,19,6,4,B,I,N,B,B,E,3,H,B,10,3,A,R,N,34,20,N,7,A,1,34,1,18,7,N,N,A,1,4
26359,10,16,18,4,N,K,Y,B,B,E,8,I,C,10,1,A,R,Y,83,10,Y,14,C,1,37,1,13,3,N,Y,E,1,1
26362,1,4,14,2,H,A,Y,B,B,B,8,B,B,15,3,A,I,Y,94,9,Y,20,A,1,37,1,23,3,Y,Y,E,1,3
26366,2,16,5,3,N,B,Y,B,B,D,7,B,B,10,3,A,B,N,37,7,Y,10,B,2,31,1,17,4,Y,N,C,3,1
26368,1,1,17,6,W,H,N,B,B,D,8,L,B,10,1,A,H,N,59,20,N,3,B,2,34,1,25,6,N,N,A,6,1
26374,7,8,11,2,B,K,N,B,B,E,3,I,B,10,1,A,N,N,33,19,N,4,A,2,37,1,1,5,N,N,A,2,3
26378,10,5,19,2,N,K,Y,B,B,E,7,J,B,20,1,A,R,N,95,11,N,11,A,3,22,1,10,3,Y,N,E,3,1
26379,11,1,18,3,C,H,Y,B,B,E,12,H,B,15,1,A,J,N,30,12,N,7,B,4,40,1,21,4,N,N,E,2,2
26380,1,6,14,4,B,I,Y,B,B,F,3,J,B,20,1,A,K,Y,85,9,N,13,A,2,40,1,16,2,Y,Y,C,4,11
26381,11,6,19,2,B,I,N,B,B,E,3,J,B,10,1,A,R,Y,79,9,N,10,A,1,34,1,1,7,Y,Y,C,1,3
26382,8,3,18,1,B,B,N,B,B,D,12,L,B,5,1,A,A,N,42,10,N,4,B,3,34,1,10,2,Y,N,D,5,1
26384,17,19,18,2,E,K,N,B,B,E,7,H,B,20,1,A,J,N,64,26,N,13,A,3,31,1,18,4,Y,N,E,3,8
26385,4,16,1,1,N,B,N,B,A,D,3,L,B,20,3,A,I,N,23,11,N,1,B,4,37,1,2,3,N,N,D,4,1
26386,3,3,7,5,N,K,Y,B,B,E,2,N,A,15,3,A,K,N,46,10,N,5,A,2,37,1,11,6,Y,N,E,3,3
26387,8,12,19,5,N,B,N,B,B,D,8,L,B,10,1,A,I,Y,64,10,Y,15,A,2,22,1,10,6,Y,Y,E,2,2
26389,1,13,6,1,E,H,Y,B,B,D,7,L,B,20,1,H,I,N,6,13,N,11,B,2,31,1,1,6,Y,N,E,2,1
26391,1,2,12,1,C,B,Y,B,B,D,8,F,B,5,3,N,I,N,46,15,N,15,A,1,37,1,22,7,Y,N,E,2,5
26393,1,2,16,6,C,A,Y,B,B,D,3,F,B,10,1,A,B,N,51,19,N,9,B,2,37,1,23,2,Y,N,E,3,5
26394,5,2,15,2,N,H,Y,B,B,B,12,L,B,10,1,A,B,N,49,21,N,15,A,2,40,1,5,1,Y,N,E,3,7
26396,1,4,7,5,N,A,N,B,B,D,2,B,B,5,3,A,B,N,52,7,N,11,A,2,34,1,12,5,N,N,A,2,2
26397,7,12,14,2,N,H,Y,B,B,D,3,B,B,10,1,A,A,N,36,13,N,3,B,2,37,1,6,6,N,N,A,2,1
26398,2,8,8,6,N,H,Y,B,D,B,12,A,B,20,1,A,B,N,73,16,N,16,A,2,31,1,18,6,N,N,A,2,6
26401,2,15,18,2,N,C,Y,B,B,D,2,B,B,10,1,A,I,N,25,11,N,6,A,2,28,1,21,3,Y,N,E,4,2
26403,2,14,22,7,N,B,Y,B,B,D,3,L,B,15,2,A,D,N,83,14,N,6,A,2,40,1,21,5,Y,N,E,4,5
26404,1,2,9,6,C,K,N,B,B,E,12,J,B,10,2,N,K,Y,71,8,N,11,C,2,28,1,8,6,Y,Y,E,2,1
26405,11,15,13,3,H,H,N,B,B,D,3,B,B,20,1,A,B,N,27,19,N,6,A,1,40,1,17,5,Y,N,D,4,1
26406,9,19,5,4,N,H,N,B,B,D,3,B,B,10,1,A,E,N,7,13,N,10,A,1,40,1,16,5,N,N,A,2,3
26407,26,10,9,5,E,H,Y,B,B,E,7,H,B,20,1,A,J,N,26,14,N,5,B,2,31,1,1,6,Y,N,E,5,1
26409,10,15,8,5,N,K,N,B,B,E,8,H,B,10,1,A,R,N,82,11,N,8,A,2,40,1,8,1,N,N,A,4,6
26412,3,7,13,3,B,H,Y,B,B,E,8,J,B,10,3,A,M,N,20,9,N,1,B,2,31,1,17,3,N,N,E,2,1
26417,16,14,18,3,N,K,N,B,B,E,8,J,B,20,1,A,J,N,60,14,Y,14,A,1,31,1,24,4,Y,N,E,1,4
26420,1,6,17,2,B,J,Y,B,B,E,3,I,B,15,3,A,R,N,68,9,Y,20,A,2,40,1,9,7,Y,N,E,2,11
26422,1,18,2,1,N,K,Y,B,C,E,3,H,B,10,1,A,K,N,53,7,N,6,A,4,37,1,1,4,Y,N,C,2,2
26423,1,17,4,3,N,A,N,B,B,D,3,B,B,15,2,A,A,N,73,8,N,10,B,1,25,1,11,5,Y,N,C,1,1
26424,4,15,17,4,W,I,Y,B,D,E,12,H,B,10,3,A,N,N,65,11,Y,11,A,2,31,1,11,6,Y,N,D,3,8
26425,2,9,12,3,N,H,Y,B,B,D,8,B,B,15,1,A,B,N,88,13,Y,4,B,2,31,1,10,5,N,N,A,2,1
26426,5,11,11,2,E,K,N,B,B,E,12,H,B,15,1,A,L,Y,87,4,Y,8,A,3,31,2,16,3,Y,Y,E,3,7
26429,4,11,17,1,N,H,N,D,B,E,8,K,D,15,1,A,R,N,29,20,N,14,B,2,31,1,1,1,N,N,E,2,1
26430,12,15,15,4,B,H,N,B,B,D,12,B,B,15,1,A,I,N,60,14,N,3,B,3,34,1,17,6,N,N,A,3,1
26431,11,12,12,3,N,B,N,B,B,D,3,L,B,15,1,A,A,N,24,12,N,10,A,1,22,1,10,4,N,N,A,4,10
26433,7,19,19,1,E,K,Y,B,D,E,8,H,B,15,1,A,Q,Y,52,18,N,20,A,3,25,1,13,3,N,Y,A,3,10
26434,3,5,8,2,C,K,Y,B,B,E,12,H,C,20,3,A,K,Y,66,8,N,4,C,2,25,1,3,4,Y,Y,E,2,1
26435,1,9,5,4,N,A,Y,B,B,D,12,B,B,10,3,A,B,N,34,7,N,2,A,2,40,1,17,3,Y,N,E,2,1
26436,1,5,6,4,C,K,N,B,B,E,8,H,B,20,1,N,J,N,36,8,N,4,A,2,34,1,1,2,Y,N,E,2,1
26439,2,19,12,4,N,C,Y,B,B,D,12,B,B,10,2,A,E,N,68,11,N,22,A,1,40,1,9,5,Y,N,E,1,5
26442,4,7,14,5,B,I,Y,B,B,E,12,H,B,20,1,A,R,Y,99,8,N,15,A,1,25,1,11,7,Y,Y,E,1,9
26445,1,4,6,4,B,B,N,B,B,D,8,B,B,15,2,A,I,N,65,9,N,5,B,2,34,1,1,4,Y,N,E,2,1
26449,7,9,15,5,N,H,Y,B,B,D,2,B,B,5,3,A,I,N,70,17,N,4,B,2,40,1,20,6,Y,N,C,2,1
26453,12,8,12,5,N,K,N,B,B,E,12,J,B,15,1,A,N,N,49,12,Y,9,A,3,31,1,11,4,Y,N,D,4,5
26455,1,11,18,4,N,K,N,B,B,E,8,H,B,15,1,A,N,N,21,18,N,13,A,2,22,1,16,1,Y,N,C,2,4
26456,8,8,12,3,N,C,N,B,B,D,7,B,B,20,1,A,F,N,63,14,Y,10,B,2,34,1,1,4,Y,N,E,2,1
26459,11,5,20,4,N,K,Y,B,B,F,3,H,B,10,1,A,K,Y,59,8,Y,10,A,1,25,1,5,3,Y,Y,E,4,4
26460,1,5,14,1,N,K,Y,B,B,E,3,J,B,10,1,A,R,Y,76,8,N,9,A,2,37,2,17,4,Y,Y,E,4,1
26463,1,1,5,3,C,A,Y,B,B,D,2,B,B,20,3,N,B,N,38,12,Y,4,D,2,31,1,21,1,Y,N,C,3,1
26466,5,6,19,1,B,A,Y,B,B,D,3,E,D,15,3,A,B,N,91,10,N,4,B,2,40,1,1,6,Y,N,E,2,1
26467,5,5,10,7,B,K,Y,B,B,E,3,J,B,15,2,A,R,N,52,7,N,20,A,2,25,1,20,6,Y,N,C,2,11
26468,1,4,11,2,N,A,N,B,B,D,12,B,B,10,3,A,B,N,59,6,Y,6,C,1,25,1,22,4,Y,N,E,3,1
26469,1,15,7,2,N,H,Y,B,B,E,3,H,B,20,1,A,R,N,25,15,N,4,B,2,40,1,17,6,N,N,A,4,1
26472,3,13,22,5,C,C,N,B,B,D,8,A,B,5,3,A,I,N,90,20,N,8,A,4,37,1,17,4,Y,N,E,4,6
26473,11,19,12,6,N,K,N,B,B,E,7,H,B,10,1,A,N,N,78,8,N,14,A,1,40,1,7,2,Y,N,D,1,5
26474,8,5,8,5,C,A,Y,B,D,D,12,B,B,20,4,N,B,Y,59,8,N,9,A,2,22,1,9,5,Y,Y,E,2,5
26476,1,2,18,1,C,K,N,B,B,F,7,H,B,20,2,D,J,Y,55,17,N,12,A,2,31,1,24,3,Y,N,E,2,6
26477,2,16,18,1,B,A,N,B,B,D,12,B,B,15,2,A,H,N,40,8,Y,14,A,1,31,1,2,6,N,N,A,1,10
26479,1,3,14,1,N,K,N,B,B,E,3,J,B,10,1,A,R,N,46,10,Y,11,A,1,34,1,17,7,Y,N,E,1,2
26482,4,17,1,1,N,B,N,B,B,D,3,B,B,20,1,A,I,Y,78,8,N,4,B,2,31,1,2,3,Y,Y,D,2,1
26483,6,18,12,5,N,K,N,B,B,E,2,J,B,20,1,A,R,Y,86,15,N,15,A,1,40,1,18,1,Y,Y,E,1,5
26484,4,2,6,4,H,H,Y,B,B,B,3,B,B,10,3,A,C,N,26,11,Y,15,A,2,31,1,1,6,N,N,A,2,2
26485,2,19,19,5,N,K,N,D,B,E,12,I,B,20,1,A,K,Y,96,11,Y,15,C,1,37,1,11,7,Y,Y,E,1,1
26486,1,15,3,2,N,B,N,B,B,D,3,B,B,20,1,A,I,N,46,11,Y,14,A,2,37,1,2,3,Y,N,E,2,6
26489,6,3,1,1,N,K,Y,B,B,E,2,H,C,10,1,A,K,Y,68,8,N,11,C,2,40,1,18,3,Y,Y,C,5,1
26490,9,3,16,3,N,K,Y,B,B,E,12,H,D,10,1,A,R,N,38,7,N,7,A,3,40,1,18,6,N,N,E,6,5
26492,4,5,18,5,S,A,Y,B,D,D,7,D,B,10,1,A,H,N,41,7,Y,4,B,2,40,1,5,6,N,N,A,2,1
26494,1,18,17,1,B,C,N,B,B,D,2,B,B,10,1,A,I,N,27,12,N,2,A,2,37,1,1,3,N,N,A,3,2
26495,1,17,9,1,N,B,Y,B,B,D,3,B,B,10,1,A,A,N,59,8,N,11,A,2,37,1,14,4,N,N,A,2,7
26498,2,5,9,6,B,I,Y,B,B,E,3,J,B,10,1,A,J,N,76,9,N,4,A,4,40,1,12,6,Y,N,C,5,6
26502,4,11,12,5,N,C,N,B,B,D,7,L,B,10,3,A,A,N,68,19,N,3,A,1,40,1,1,5,Y,N,E,1,2
26503,2,18,18,3,B,A,N,D,B,D,3,B,B,20,1,A,G,N,79,8,Y,8,A,2,22,1,3,2,Y,N,E,2,3
26505,1,3,11,1,B,I,N,B,B,E,8,H,B,15,3,A,R,N,75,11,N,14,A,2,34,1,4,7,N,N,E,2,8
26506,1,3,9,2,N,K,N,B,B,E,7,H,B,10,1,A,N,N,43,13,Y,6,A,2,40,1,16,3,N,N,A,2,2
26508,1,8,7,5,B,H,N,B,B,D,3,B,B,15,1,A,C,N,76,17,N,11,A,2,25,1,2,6,Y,N,C,3,2
26511,10,9,18,2,B,I,Y,B,C,E,12,H,B,15,1,A,K,N,83,16,N,8,A,2,31,1,18,1,Y,N,E,2,6
26512,2,6,16,5,C,K,Y,B,B,E,8,H,A,15,2,A,R,N,61,11,N,13,A,1,28,1,1,2,Y,N,E,1,4
26514,1,8,23,4,N,H,N,B,C,D,12,A,A,10,1,A,E,N,94,21,Y,15,A,2,31,1,21,3,Y,N,E,2,3
26515,1,1,7,2,C,A,Y,B,B,D,7,B,B,5,1,N,C,N,20,11,N,8,A,1,25,1,21,7,N,N,C,4,9
26516,1,3,19,4,B,K,N,B,B,E,7,H,B,10,1,A,R,Y,79,13,N,15,C,2,25,1,18,5,Y,Y,C,3,1
26517,4,5,16,1,B,A,N,B,A,D,3,B,B,10,2,D,B,Y,83,9,N,13,A,2,34,1,17,1,Y,Y,E,2,10
26519,2,14,21,3,E,C,Y,B,B,B,7,B,B,15,1,W,D,N,43,21,N,4,A,1,37,1,1,1,Y,N,E,1,1
26521,8,16,19,4,N,H,Y,B,B,E,12,H,B,20,1,A,R,Y,95,9,Y,16,D,1,28,1,1,6,Y,Y,E,1,2
26524,4,12,21,4,E,K,N,B,B,E,3,I,B,10,1,D,K,N,52,18,Y,14,A,2,34,1,7,3,Y,N,E,2,11
26527,2,3,15,3,N,K,N,B,B,E,8,J,B,10,3,A,J,N,39,11,N,13,A,3,25,1,18,6,N,N,A,4,7
26528,4,11,18,3,N,C,N,B,B,D,12,L,B,20,1,A,D,N,43,12,N,11,A,1,31,1,8,5,N,N,E,1,2
26532,8,10,19,1,N,K,N,B,D,E,12,H,B,10,1,A,R,Y,45,15,Y,5,A,2,31,1,6,3,Y,Y,D,2,2
26535,1,19,13,2,B,I,Y,B,B,E,7,J,B,5,2,A,R,N,62,10,N,19,A,2,37,1,18,7,Y,N,E,2,10
26536,4,18,12,2,N,C,Y,B,C,B,3,A,B,10,3,A,B,N,95,17,N,20,A,1,40,1,19,4,N,N,A,1,9
26538,1,5,18,2,N,K,N,B,D,E,3,H,B,10,1,A,K,N,37,9,N,10,A,2,40,1,4,5,Y,N,E,2,1
26539,9,12,11,1,N,C,N,B,B,D,12,L,B,10,1,A,I,N,64,15,N,13,A,5,34,2,2,5,Y,N,E,5,2
26541,14,15,17,1,N,A,Y,B,B,D,3,B,B,10,1,A,B,Y,78,10,N,12,A,2,31,1,22,6,Y,Y,E,2,3
26543,1,13,18,1,N,C,N,B,B,D,12,B,B,10,1,A,I,N,38,15,N,4,B,2,31,1,5,3,Y,N,E,2,1
26546,1,16,16,2,N,A,N,B,B,D,3,B,B,5,1,A,A,N,28,7,N,9,A,2,34,1,1,5,Y,N,D,3,5
26547,1,1,11,2,C,B,Y,B,B,C,3,L,B,10,3,A,F,N,18,19,N,12,A,3,40,1,20,4,N,N,C,2,1
26549,2,8,19,6,N,H,Y,B,B,B,8,B,B,5,1,A,F,N,68,14,N,11,A,2,40,2,22,7,Y,N,E,3,1
26551,7,13,22,6,C,K,Y,B,B,E,3,H,B,10,1,A,N,N,54,18,N,11,A,2,40,1,16,6,Y,N,E,2,3
26552,5,19,5,4,N,A,N,B,B,D,7,B,B,10,3,A,C,N,46,6,N,4,C,2,37,1,18,7,Y,N,D,3,1
26554,20,11,7,5,N,H,Y,B,B,B,7,L,B,10,1,A,B,N,65,24,Y,7,A,2,37,1,25,4,Y,N,E,4,1
26556,4,1,12,2,C,A,N,B,B,D,12,L,B,10,1,N,B,N,43,16,Y,7,A,4,40,1,22,3,Y,N,D,2,2
26561,1,2,12,5,C,K,N,B,B,E,3,K,B,10,2,N,R,N,50,18,Y,7,A,7,31,1,23,6,Y,N,E,4,11
26563,6,7,6,3,B,A,Y,B,B,D,12,B,B,15,1,A,I,N,79,9,N,9,C,2,37,1,18,6,Y,N,E,2,1
26565,5,8,7,5,N,K,N,B,B,E,3,H,B,5,3,A,J,N,76,11,N,6,A,2,40,1,5,6,Y,N,E,2,3
26567,1,13,23,4,C,H,N,B,B,E,2,H,B,15,1,A,K,N,40,21,N,6,B,2,37,1,11,4,N,N,A,2,1
26569,10,8,23,2,N,C,Y,B,B,D,3,A,B,15,1,A,E,N,64,18,Y,12,C,2,40,1,15,7,Y,N,E,2,1
26570,7,16,4,3,N,H,Y,B,B,E,8,H,B,10,1,A,R,N,41,7,N,4,B,2,31,1,4,3,Y,N,E,4,1
26572,5,8,7,5,N,K,N,B,B,E,8,H,B,15,1,A,R,N,86,11,N,8,A,1,37,1,13,4,N,N,A,4,1
26573,2,16,8,2,N,K,Y,B,B,E,3,H,B,20,1,A,J,N,43,9,Y,2,A,1,31,1,24,1,Y,N,E,1,1
26574,5,12,11,4,N,C,N,B,B,D,7,L,B,15,1,A,D,N,62,18,Y,4,B,1,25,1,2,6,N,N,A,1,1
26576,1,3,7,5,N,B,Y,C,B,D,8,L,B,20,1,A,I,N,43,13,N,7,A,2,28,1,1,3,N,N,A,7,5
26578,3,18,16,2,B,A,N,B,B,D,3,B,B,15,1,A,I,N,40,8,Y,8,C,2,40,1,1,5,Y,N,E,5,1
